amenities,host_response_rate,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,guests_included,extra_people,availability_365,number_of_reviews,review_scores_rating,reviews_per_month,summary_len,houserules_len,Manhattan,Brooklyn,Queens,Others,Entire_home,Private_room,Shared_room,price
37,0.9,2,1,1,1,250,20,1,20,296,104,94,1.63,60,61,1,0,0,0,0,1,0,111
21,0.8,2,1,0,1,750,120,2,20,139,8,98,0.18,40,4,1,0,0,0,1,0,0,99
10,1,6,1,2,2,300,100,4,20,268,59,98,1.59,38,14,0,0,1,0,1,0,0,130
31,0.8,3,1,0,1,750,120,2,20,57,20,96,0.33,36,1,1,0,0,0,1,0,0,109
12,1,3,1,2,2,750,100,1,0,59,5,96,0.08,36,1,0,1,0,0,1,0,0,155
22,1,1,1,1,1,0,35,1,60,137,55,95,2.52,57,20,0,0,1,0,0,1,0,60
38,0.9,2,1,1,2,500,75,1,0,43,81,95,1.28,40,3,0,0,1,0,1,0,0,69
9,0.83,1,1,1,1,300,50,1,0,325,5,92,0.08,41,1,0,1,0,0,0,1,0,100
48,0.86,2,1,1,1,0,20,2,100,359,73,99,1.14,13,98,0,1,0,0,0,1,0,199
53,1,2,1,1,1,150,50,1,10,102,3,87,0.3,47,4,1,0,0,0,0,1,0,75
32,1,2,1,1,1,500,20,1,35,154,62,97,1.2,56,10,0,1,0,0,0,1,0,100
28,1,3,1,2,2,500,30,3,10,0,27,94,0.96,30,20,1,0,0,0,1,0,0,125
65,1,5,1,2,4,250,100,4,20,174,116,96,1.81,61,174,0,1,0,0,1,0,0,295
18,1,4,1,2,2,100,50,4,10,243,180,93,2.88,43,16,0,1,0,0,1,0,0,100
8,1,5,1,2,2,500,160,3,25,169,44,93,0.74,58,42,1,0,0,0,1,0,0,385
16,1,2,1,0,2,300,80,1,0,213,5,95,0.1,10,63,1,0,0,0,1,0,0,180
16,1,2,1,0,1,200,70,2,0,65,3,87,0.05,18,13,1,0,0,0,1,0,0,130
27,1,5,1,3,4,250,100,5,0,267,140,94,2.23,49,93,0,1,0,0,1,0,0,120
18,1,2,2,2,1,0,21,1,0,63,92,97,1.44,80,98,0,1,0,0,0,1,0,105
11,0.7,4,1,1,3,300,75,2,20,325,86,86,1.35,36,181,0,1,0,0,1,0,0,159
7,1,6,1,2,2,500,50,6,20,282,44,84,0.72,50,16,0,1,0,0,1,0,0,160
8,1,6,1,2,2,200,95,3,20,336,34,86,0.53,38,115,0,1,0,0,1,0,0,151
17,0.99,4,1,1,2,100,40,1,20,101,98,85,1.68,89,51,0,1,0,0,0,1,0,45
12,1,1,1,1,1,250,40,1,0,284,56,97,1.05,37,1,0,1,0,0,0,1,0,65
12,0.56,1,1,1,1,0,30,1,40,89,9,83,0.59,42,34,1,0,0,0,0,1,0,87
17,1,2,1,1,1,150,20,1,13,319,66,97,1.33,26,1,0,1,0,0,0,1,0,63
71,1,3,1,2,2,150,50,2,50,198,58,98,0.94,46,90,1,0,0,0,1,0,0,130
20,0.78,2,1,1,1,500,100,1,0,273,68,94,1.22,40,15,0,1,0,0,1,0,0,185
39,1,2,1,2,2,200,100,2,20,277,185,95,2.89,38,52,0,1,0,0,0,1,0,186
22,1,2,1,1,1,100,10,1,10,218,89,95,1.42,43,82,0,0,1,0,0,1,0,53
20,1,1,1,1,1,0,0,1,15,0,60,95,2.18,40,18,1,0,0,0,0,1,0,100
19,0.8,3,1,0,1,550,45,1,18,0,62,90,1.06,40,24,0,1,0,0,1,0,0,86
20,1,2,1,1,2,100,10,1,10,268,138,90,2.21,43,82,0,0,1,0,0,1,0,40
18,1,2,1,1,2,0,20,3,100,298,9,100,0.15,77,9,1,0,0,0,1,0,0,60
37,1,4,1,1,4,200,115,2,50,268,139,95,2.19,70,173,1,0,0,0,1,0,0,250
12,1,8,2.5,2,3,255,75,6,25,309,62,99,0.99,39,117,0,0,1,0,1,0,0,255
12,1,2,1,1,1,300,55,1,0,10,8,98,0.14,39,22,1,0,0,0,1,0,0,200
15,0.86,2,1,1,1,0,25,1,0,364,8,98,0.13,10,3,0,1,0,0,0,1,0,179
19,1,2,1,1,1,0,39,1,35,18,106,91,1.68,69,6,0,1,0,0,0,1,0,74
33,1,2,1,1,2,500,99,1,50,262,152,93,2.38,80,110,1,0,0,0,0,1,0,68
13,1,3,1,1,1,200,75,1,0,164,35,98,0.68,42,20,1,0,0,0,0,1,0,235
15,0.9,1,1,1,1,200,35,1,40,83,2,90,0.04,41,12,0,1,0,0,0,1,0,60
6,1,2,1,1,1,0,50,1,0,0,11,89,0.27,44,18,1,0,0,0,1,0,0,125
24,1,2,1,1,1,0,50,1,15,197,96,97,1.55,35,65,1,0,0,0,0,1,0,80
15,1,3,1,2,2,300,50,1,0,0,4,95,0.11,39,14,0,1,0,0,1,0,0,210
16,1,5,1,2,0,500,150,2,25,265,134,97,2.17,43,72,0,1,0,0,1,0,0,135
23,1,2,1,1,1,250,79,1,49,215,40,94,1.43,77,37,1,0,0,0,0,1,0,129
34,1,2,1,1,1,150,50,1,25,22,6,97,0.1,45,1,0,1,0,0,0,1,0,66
10,1,4,1,1,2,0,20,1,0,220,2,100,0.1,54,1,0,1,0,0,1,0,0,95
47,0.9,4,1,2,2,250,80,4,25,3,44,85,0.7,51,28,0,1,0,0,1,0,0,115
11,0.8,2,1.5,1,1,300,80,1,10,318,3,100,0.07,59,92,0,1,0,0,0,1,0,32
18,1,2,1,1,0,600,80,1,0,309,24,98,0.39,43,22,0,1,0,0,1,0,0,165
18,1,2,1,1,1,500,75,2,0,99,6,90,0.12,33,24,0,1,0,0,1,0,0,175
8,1,2,1,1,1,100,25,1,0,217,58,77,0.94,38,97,1,0,0,0,0,1,0,50
25,1,2,1,1,1,0,45,1,10,211,37,99,0.59,83,46,1,0,0,0,0,1,0,110
29,1,2,1,0,1,150,50,2,25,126,10,98,0.17,1,39,1,0,0,0,1,0,0,93
61,1,5,2,2,2,500,50,5,50,272,3,100,0.05,77,22,0,1,0,0,1,0,0,155
4,1,7,2,3,3,350,100,6,49,271,151,87,2.5,81,63,1,0,0,0,1,0,0,249
14,1,6,1,3,3,400,80,3,0,4,10,90,0.18,61,30,0,1,0,0,1,0,0,290
13,0.86,1,1,1,1,100,20,1,10,90,16,96,0.59,76,12,0,1,0,0,0,1,0,70
10,0.94,4,1,2,3,500,0,1,0,340,6,80,0.11,45,104,1,0,0,0,1,0,0,100
9,0.93,2,1,1,1,300,100,1,25,159,2,100,0.14,39,1,1,0,0,0,0,1,0,40
35,1,2,1,0,1,150,50,2,25,263,16,84,0.29,82,27,1,0,0,0,1,0,0,93
35,1,1,1,1,1,500,20,1,35,0,11,91,0.19,28,10,0,1,0,0,0,1,0,100
28,1,2,1,0,2,250,95,2,25,0,13,100,1.47,81,48,1,0,0,0,1,0,0,200
20,1,4,1,2,2,500,120,1,0,277,171,93,2.71,43,1,1,0,0,0,1,0,0,320
20,0.9,6,1,1,3,350,100,3,25,297,194,94,3.68,52,72,0,1,0,0,1,0,0,99
20,0.75,6,2,2,5,600,100,5,25,65,4,95,0.11,87,1,0,1,0,0,1,0,0,199
33,1,1,1,1,1,200,40,1,30,4,54,97,1.3,91,1,0,1,0,0,0,1,0,75
10,0.94,2,1,1,1,500,0,1,0,365,7,86,0.12,1,104,1,0,0,0,1,0,0,121
23,0.96,3,1,1,1,150,75,2,15,305,87,91,1.42,53,169,0,1,0,0,0,1,0,75
28,1,1,1,1,1,1500,60,1,50,166,91,97,1.45,43,1,1,0,0,0,0,1,0,100
12,1,2,1,0,1,0,60,1,0,217,102,88,1.61,65,98,1,0,0,0,1,0,0,120
16,1,2,1,1,1,365,73,1,0,51,13,83,0.21,51,47,1,0,0,0,1,0,0,120
30,1,2,1.5,1,1,150,50,1,0,122,8,100,0.13,77,44,1,0,0,0,0,1,0,240
18,0.94,2,1,1,1,500,0,1,0,340,8,98,0.2,1,104,1,0,0,0,1,0,0,87
62,1,5,1,2,3,300,100,4,0,7,22,98,0.35,37,5,1,0,0,0,1,0,0,250
26,1,2,1.5,1,1,250,25,1,0,0,26,95,0.52,37,10,1,0,0,0,0,1,0,147
21,1,2,1,1,1,200,50,1,18,260,47,92,0.76,36,52,0,1,0,0,0,1,0,64
8,1,2,1,1,1,100,40,1,10,363,3,87,0.05,41,33,1,0,0,0,0,1,0,500
7,1,2,1,1,1,100,130,1,20,0,2,100,0.03,38,6,1,0,0,0,0,1,0,110
19,1,5,1,1,0,250,100,4,80,190,119,92,1.93,36,192,0,1,0,0,1,0,0,145
7,1,4,1,1,2,1200,125,2,15,21,10,92,0.16,49,102,0,1,0,0,1,0,0,67
53,1,2,1,1,1,350,120,2,35,217,56,92,0.91,48,80,0,1,0,0,1,0,0,125
35,1,2,1,1,1,0,75,1,0,217,22,92,0.37,46,23,0,0,1,0,1,0,0,200
18,0.83,6,2,3,4,1500,150,6,15,28,21,99,0.35,41,166,0,1,0,0,1,0,0,275
30,1,4,1.5,2,4,0,100,4,25,72,21,93,0.34,52,99,0,1,0,0,1,0,0,170
19,1,2,1,1,1,0,50,2,25,157,69,99,1.11,49,27,0,1,0,0,0,1,0,70
18,1,2,1,1,1,350,100,1,0,314,63,93,1,28,5,1,0,0,0,1,0,0,275
10,1,3,1,1,2,0,40,2,10,147,11,96,2.41,32,10,0,1,0,0,0,1,0,115
10,1,6,1,2,3,200,95,4,20,348,45,86,0.72,33,115,0,1,0,0,1,0,0,155
21,1,1,1,1,1,100,20,1,25,171,17,96,0.27,73,19,1,0,0,0,0,1,0,60
34,1,6,2,3,4,1000,100,2,100,14,13,98,0.21,46,6,0,1,0,0,1,0,0,450
28,0.75,5,2,1,1,700,150,1,0,84,29,96,0.54,76,6,0,1,0,0,1,0,0,215
12,1,2,1.5,1,1,200,50,1,25,40,22,95,0.35,13,69,0,1,0,0,0,1,0,99
23,0.9,4,1,2,2,1000,150,5,50,247,87,96,1.81,39,36,0,1,0,0,1,0,0,300
26,0.9,2,1,1,1,350,0,2,50,332,143,90,2.37,44,68,1,0,0,0,1,0,0,175
10,0.75,2,1.5,1,1,300,40,1,35,157,2,80,0.14,37,23,0,0,1,0,0,1,0,50
40,1,9,1,3,4,0,75,3,20,68,178,95,2.86,55,10,0,1,0,0,1,0,0,120
10,1,4,1,2,2,500,110,4,15,53,13,98,0.31,31,19,0,1,0,0,1,0,0,151
49,0.97,4,2,1,1,100,40,3,25,157,192,86,3.06,73,81,0,1,0,0,1,0,0,110
19,1,1,1,1,1,150,20,1,0,83,144,94,2.3,65,49,1,0,0,0,0,1,0,85
11,1,4,1,2,2,500,90,2,35,0,119,96,1.9,37,36,1,0,0,0,1,0,0,220
11,0.9,2,1,1,1,100,40,2,50,286,17,100,0.29,40,5,1,0,0,0,0,1,0,125
41,1,5,1,3,4,150,160,4,40,349,126,94,2.01,88,100,0,1,0,0,1,0,0,285
32,1,6,1,2,2,250,100,3,25,289,174,98,3.08,83,179,0,1,0,0,1,0,0,165
19,1,5,1,2,3,250,60,1,0,1,10,94,0.17,49,31,0,1,0,0,1,0,0,120
10,0.9,2,1,1,1,100,50,1,15,277,47,97,0.78,41,183,0,1,0,0,0,1,0,55
30,0.97,2,1,0,1,100,30,1,15,57,115,83,1.88,47,165,0,1,0,0,1,0,0,55
21,1,4,1,2,2,150,100,3,20,117,2,100,0.08,77,27,0,1,0,0,1,0,0,88
36,1,4,1,1,2,200,150,4,20,305,27,91,0.43,16,180,0,1,0,0,0,1,0,105
19,1,1,1,1,1,150,50,1,0,218,15,96,0.24,80,21,1,0,0,0,0,1,0,60
8,0.8,4,1,0,2,0,0,2,10,31,2,100,0.25,34,1,0,1,0,0,1,0,0,149
32,1,2,1.5,1,1,200,39,1,0,248,137,99,4.32,91,119,1,0,0,0,0,1,0,80
29,1,4,1,1,2,0,60,2,20,136,161,96,3.13,75,29,0,1,0,0,1,0,0,125
14,1,2,1,1,1,150,50,1,25,39,155,92,2.51,20,1,0,1,0,0,0,1,0,65
13,1,2,1,1,1,100,70,1,20,313,74,94,1.19,1,1,0,1,0,0,0,1,0,89
13,1,4,1,1,1,0,100,1,0,7,22,99,1.65,12,1,1,0,0,0,1,0,0,16
12,1,2,1,1,1,200,50,1,0,315,120,95,1.91,40,102,1,0,0,0,0,1,0,140
14,1,1,1,1,1,0,30,1,0,0,12,95,0.19,46,18,0,1,0,0,0,1,0,57
28,1,2,1,1,1,500,160,2,80,6,24,90,0.39,56,40,0,1,0,0,1,0,0,90
22,1,2,1,0,1,150,150,1,0,296,49,98,0.82,41,1,1,0,0,0,1,0,0,200
19,1,4,2,2,2,300,100,1,0,6,56,99,1.14,70,4,0,1,0,0,1,0,0,100
66,1,4,1,1,2,500,90,1,25,283,14,96,0.4,71,127,0,1,0,0,1,0,0,68
14,0.8,2,1.5,1,1,300,80,1,20,318,13,86,0.21,60,92,0,1,0,0,0,1,0,40
11,1,5,1,2,2,1000,0,1,0,364,6,90,0.18,39,1,1,0,0,0,1,0,0,400
7,1,5,2.5,3,3,500,100,4,50,26,16,97,0.26,1,4,0,1,0,0,1,0,0,250
24,1,2,1,1,1,500,75,2,45,74,163,93,2.74,46,77,1,0,0,0,1,0,0,165
16,0.9,4,2,2,2,200,80,2,60,175,14,97,0.23,40,9,1,0,0,0,0,1,0,145
7,1,6,1,2,3,0,99,4,25,101,52,97,0.83,58,25,0,1,0,0,1,0,0,169
23,1,2,1,1,1,250,95,2,0,241,125,99,2.07,33,19,0,1,0,0,1,0,0,139
56,1,4,1,1,2,100,50,2,10,171,178,90,4.7,34,41,0,1,0,0,0,1,0,135
19,0.8,3,1,1,1,500,125,2,20,131,8,90,0.13,29,1,1,0,0,0,1,0,0,99
36,1,3,1,1,1,500,100,2,100,171,31,98,0.52,43,16,1,0,0,0,1,0,0,295
11,0.8,4,1.5,1,1,0,50,1,20,7,8,88,0.13,75,1,0,1,0,0,1,0,0,121
3,1,2,1,1,1,0,120,1,50,256,36,94,0.62,36,11,0,1,0,0,1,0,0,160
17,1,2,1,0,1,500,70,1,0,5,31,98,0.51,35,4,1,0,0,0,1,0,0,275
23,1,2,1,1,1,300,90,1,0,206,139,98,2.83,44,24,1,0,0,0,1,0,0,189
8,0.9,4,1,1,3,200,60,2,25,222,149,91,2.43,46,48,0,1,0,0,1,0,0,99
21,1,3,1,1,2,500,104,2,30,214,120,98,1.97,76,60,0,1,0,0,1,0,0,200
42,1,2,1,1,2,200,100,2,50,251,116,97,1.89,86,48,1,0,0,0,1,0,0,145
17,1,1,1,1,1,100,60,1,50,304,64,92,1.04,39,65,1,0,0,0,0,1,0,100
24,1,6,1,3,4,500,100,4,60,297,57,94,0.93,43,88,0,1,0,0,1,0,0,220
32,1,2,1,1,1,100,50,1,10,269,62,86,1,22,11,0,1,0,0,0,1,0,100
19,0.96,2,1,1,1,100,25,2,30,358,144,89,2.34,36,166,0,0,1,0,0,1,0,59
2,1,4,1,2,3,100,75,4,20,217,81,85,1.31,39,1,0,1,0,0,1,0,0,78
11,1,2,1,1,1,100,30,1,10,346,87,95,1.42,15,22,0,1,0,0,0,1,0,78
30,1,1,1,1,1,0,20,1,75,63,25,87,0.46,94,50,0,1,0,0,0,1,0,69
23,0.95,3,1.5,0,0,250,50,1,10,310,165,98,2.69,73,19,0,0,1,0,1,0,0,99
22,1,1,1,1,1,0,65,1,40,75,10,94,0.17,85,17,0,0,1,0,0,1,0,70
9,1,4,2,2,2,0,80,4,50,282,194,94,3.12,59,6,0,1,0,0,1,0,0,92
30,1,2,1,0,1,200,50,2,25,222,12,93,0.25,63,24,1,0,0,0,1,0,0,93
13,0.98,3,1,1,2,1000,150,1,0,320,13,94,0.24,52,1,1,0,0,0,1,0,0,300
25,1,2,1,1,1,500,75,1,30,330,55,97,0.88,43,13,1,0,0,0,0,1,0,125
27,1,2,1,1,1,0,120,2,50,96,37,100,0.74,74,1,0,1,0,0,1,0,0,150
15,1,5,2,3,3,1000,150,6,50,3,29,95,0.48,40,25,0,1,0,0,1,0,0,316
12,1,3,1,1,2,0,40,2,10,0,61,95,1,42,14,1,0,0,0,1,0,0,150
38,1,6,1,2,4,500,100,1,0,265,157,95,2.66,44,45,0,1,0,0,1,0,0,200
31,1,2,1,1,2,500,100,2,15,250,10,98,0.18,25,12,0,0,1,0,1,0,0,89
55,1,8,1,3,3,0,80,4,25,177,94,95,1.52,80,15,0,1,0,0,1,0,0,285
25,0.8,2,1,1,1,0,25,1,0,42,10,98,0.16,46,1,0,1,0,0,0,1,0,70
11,0.95,5,1,2,3,500,130,3,20,365,3,87,0.05,31,33,1,0,0,0,1,0,0,300
13,0.97,2,1,1,1,300,30,1,25,241,18,90,0.29,60,176,1,0,0,0,0,1,0,69
12,1,2,1.5,1,1,0,0,2,0,37,78,95,1.29,1,6,0,1,0,0,1,0,0,120
18,0.97,2,1,1,1,300,30,1,25,152,21,89,0.34,38,174,1,0,0,0,0,1,0,54
24,0.97,2,1,1,1,300,30,1,30,178,24,90,0.39,55,174,1,0,0,0,0,1,0,50
20,0.97,1,1,1,1,300,30,1,0,218,21,92,0.34,65,174,1,0,0,0,0,1,0,51
19,1,2,1,1,1,350,200,1,0,271,37,93,0.61,36,188,1,0,0,0,1,0,0,95
52,0.57,3,1,1,1,119,20,2,16,305,120,93,1.99,60,23,0,1,0,0,0,1,0,47
11,1,3,1,1,1,100,0,1,19,0,51,88,0.86,37,39,1,0,0,0,0,1,0,39
19,1,4,2,2,2,500,90,2,50,198,7,100,0.12,79,8,0,1,0,0,1,0,0,250
8,1,4,1,2,2,300,95,3,0,17,92,89,1.54,20,94,1,0,0,0,1,0,0,290
23,1,2,1,1,1,400,90,1,0,17,50,93,0.81,62,21,1,0,0,0,1,0,0,146
12,0.9,3,1,2,2,300,75,1,0,10,26,98,0.43,48,20,0,1,0,0,1,0,0,150
33,1,5,1.5,2,3,1000,80,4,30,92,93,98,1.54,83,93,0,1,0,0,1,0,0,240
29,1,2,1,1,1,150,35,1,17,50,36,94,0.98,79,93,0,0,1,0,0,1,0,48
26,1,4,1,2,3,150,45,4,25,0,9,98,0.34,63,15,1,0,0,0,1,0,0,400
68,1,2,1,1,1,0,50,1,25,162,23,94,0.5,89,64,1,0,0,0,0,1,0,99
14,1,2,1,0,1,0,80,2,25,90,42,96,2.75,36,30,1,0,0,0,1,0,0,225
28,0.8,2,1,1,1,100,40,1,25,306,17,95,0.28,82,16,0,1,0,0,0,1,0,60
19,1,2,1,1,1,200,100,2,0,217,11,93,0.18,37,1,0,1,0,0,1,0,0,98
36,1,3,1,1,1,100,50,2,15,237,69,85,1.12,45,30,1,0,0,0,1,0,0,115
66,1,2,2,1,1,100,15,1,30,12,37,97,0.62,89,92,0,1,0,0,0,1,0,50
30,0.93,4,1,1,3,1000,120,1,0,310,7,95,0.12,2,1,1,0,0,0,1,0,0,264
24,0.93,2,1,0,2,1000,120,2,20,357,11,90,0.19,55,6,1,0,0,0,1,0,0,199
20,0.85,2,1,1,1,450,35,1,0,32,20,99,0.34,34,171,0,1,0,0,1,0,0,149
30,1,4,1,1,3,250,85,2,25,309,174,89,2.83,90,15,0,1,0,0,1,0,0,142
4,1,6,2,3,3,0,120,6,50,313,59,89,0.97,40,21,1,0,0,0,1,0,0,299
18,1,2,1,1,1,250,80,1,0,0,40,98,0.85,19,17,0,1,0,0,1,0,0,110
35,1,4,1,1,2,100,75,2,75,59,53,94,0.86,37,28,0,1,0,0,1,0,0,144
29,1,2,1,0,1,1000,110,2,0,315,97,97,1.6,87,48,1,0,0,0,1,0,0,146
32,0.9,4,1,2,3,100,130,4,50,268,19,100,0.31,34,31,0,1,0,0,1,0,0,318
15,1,3,1,1,1,500,50,2,50,294,135,93,2.51,30,1,0,1,0,0,1,0,0,140
11,1,1,1,1,1,0,8,1,0,335,149,86,3.5,50,25,1,0,0,0,0,1,0,85
13,0.8,6,2,2,2,0,180,4,90,212,8,98,0.13,42,12,1,0,0,0,1,0,0,350
21,1,4,1,1,3,200,100,2,10,9,7,97,0.12,38,1,0,1,0,0,1,0,0,155
4,1,2,1,0,1,1500,100,1,0,358,12,98,0.2,34,10,1,0,0,0,1,0,0,275
18,0.71,4,1.5,2,4,150,75,4,0,202,55,95,0.92,88,5,0,1,0,0,1,0,0,135
12,0.92,1,1,1,1,200,35,1,0,1,79,94,1.33,22,18,0,1,0,0,0,1,0,38
12,0.94,2,1,0,1,500,0,1,0,310,4,80,0.07,1,104,1,0,0,0,1,0,0,87
20,0.9,2,1,1,1,300,75,1,0,345,21,93,0.41,19,10,0,1,0,0,1,0,0,250
14,1,2,1,1,1,0,60,2,33,50,55,93,0.9,75,1,0,1,0,0,0,1,0,65
18,1,3,1,1,2,100,75,1,0,83,46,91,0.75,79,13,1,0,0,0,1,0,0,159
8,0.89,3,2,1,1,250,80,1,0,309,46,98,0.76,41,12,1,0,0,0,1,0,0,249
23,1,6,1,2,3,200,95,4,20,325,53,89,0.91,1,115,0,1,0,0,1,0,0,151
11,0.88,2,1,1,1,115,40,2,35,312,71,96,1.18,39,30,0,1,0,0,0,1,0,79
29,1,5,2,2,2,500,150,4,100,311,73,98,1.21,30,69,1,0,0,0,1,0,0,600
24,0.9,2,1,0,1,125,25,1,25,320,146,86,2.66,37,16,0,1,0,0,1,0,0,59
19,1,6,1,2,3,500,100,3,50,74,90,96,1.47,51,1,1,0,0,0,1,0,0,273
64,1,2,1,1,1,0,0,2,0,285,73,98,1.66,84,19,0,1,0,0,0,1,0,85
22,1,2,1,1,1,400,40,1,20,0,191,94,3.12,67,9,1,0,0,0,0,1,0,130
3,0.88,2,1,1,1,200,150,1,0,87,8,97,0.13,39,82,1,0,0,0,0,1,0,65
6,1,2,1,1,1,150,50,2,25,47,38,92,0.62,56,1,0,1,0,0,1,0,0,85
11,1,3,1.5,1,1,700,100,2,50,354,7,93,0.15,67,19,0,1,0,0,1,0,0,200
30,1,4,1,1,1,1000,20,2,50,219,39,96,0.64,37,44,0,1,0,0,1,0,0,113
11,0.9,4,1,2,2,500,60,2,10,305,178,97,2.93,12,1,0,1,0,0,1,0,0,200
8,1,2,1,1,1,450,75,1,0,248,4,95,0.07,47,1,0,1,0,0,1,0,0,110
16,0.98,6,1,0,0,1000,200,1,0,364,19,98,0.35,81,173,0,1,0,0,1,0,0,500
7,1,4,1,1,2,500,100,1,0,324,15,100,0.25,58,50,0,1,0,0,1,0,0,200
23,1,5,1,3,3,200,80,5,30,11,7,100,0.14,82,17,0,1,0,0,1,0,0,140
18,1,2,1,1,1,250,150,2,25,337,7,83,0.12,1,35,1,0,0,0,1,0,0,70
18,1,4,1,1,1,0,0,1,19,12,66,96,1.07,74,44,1,0,0,0,1,0,0,365
19,0.67,3,1,1,2,1000,80,2,50,276,9,95,0.26,28,35,1,0,0,0,1,0,0,175
19,1,2,1,0,2,800,60,2,0,98,60,96,0.99,46,92,1,0,0,0,1,0,0,220
15,0.8,1,2,1,1,0,100,1,20,8,8,98,0.74,95,23,0,1,0,0,0,1,0,45
20,0.6,2,1,1,1,100,90,3,0,8,50,89,0.82,48,97,1,0,0,0,1,0,0,100
59,0.9,4,1,1,2,1000,100,2,30,0,25,96,1.07,12,13,0,1,0,0,1,0,0,100
16,0.83,4,1,1,2,200,100,4,25,9,30,99,0.5,32,1,1,0,0,0,1,0,0,230
24,1,4,1,1,2,95,50,2,20,197,160,87,2.65,49,19,0,1,0,0,1,0,0,120
7,1,2,1,0,1,500,75,2,25,232,15,88,0.25,44,63,0,1,0,0,1,0,0,129
23,1,5,1,2,3,300,125,5,35,297,183,97,3,38,1,0,1,0,0,1,0,0,275
10,1,4,2,3,3,0,80,4,50,293,151,93,2.46,60,1,0,1,0,0,1,0,0,130
37,1,2,1,1,1,0,70,1,0,0,15,100,0.25,85,63,0,1,0,0,1,0,0,97
22,0.72,4,1.5,2,2,350,40,1,48,340,56,85,0.92,15,166,0,1,0,0,1,0,0,70
12,0.6,2,1,0,1,250,60,1,0,275,120,94,1.99,44,1,1,0,0,0,1,0,0,120
17,1,2,1,1,1,0,29,1,12,114,26,90,0.43,29,1,1,0,0,0,0,1,0,59
24,1,2,1,1,1,400,40,1,20,360,149,97,2.43,53,93,1,0,0,0,0,1,0,150
44,1,2,1,1,1,100,50,2,15,0,105,93,1.71,35,59,0,1,0,0,1,0,0,80
19,0.88,2,1,1,1,400,60,1,10,344,2,90,0.04,25,1,1,0,0,0,0,1,0,75
40,1,6,2,2,5,200,50,1,0,0,6,100,0.14,49,59,0,1,0,0,1,0,0,192
21,1,1,2,1,1,500,30,1,25,61,15,91,0.25,73,4,0,1,0,0,0,1,0,50
23,1,2,1.5,1,1,150,40,1,20,290,48,100,0.81,36,82,0,1,0,0,0,1,0,85
19,0.96,2,1,1,1,100,25,2,30,344,178,88,2.91,36,166,0,0,1,0,0,1,0,59
20,0.92,3,1,1,1,1500,125,2,25,73,11,89,0.19,39,1,1,0,0,0,1,0,0,104
56,1,4,1,1,3,400,65,1,10,361,8,90,0.16,37,117,0,0,1,0,1,0,0,95
63,1,5,1,1,3,300,60,1,10,361,10,98,0.28,37,117,0,0,1,0,1,0,0,95
11,0.9,4,1,1,2,200,125,2,50,254,123,88,2.03,31,183,0,1,0,0,1,0,0,150
33,1,2,1,0,1,150,50,2,25,275,13,78,0.23,94,20,1,0,0,0,1,0,0,93
23,0.75,4,1,2,3,250,120,1,0,0,25,96,0.43,51,15,0,1,0,0,1,0,0,175
17,0.95,2,1,1,1,0,30,1,20,3,25,86,0.41,81,28,0,1,0,0,1,0,0,60
14,1,2,2,1,1,0,35,1,20,97,56,89,0.94,18,30,0,1,0,0,0,1,0,69
27,1,2,1,1,1,500,50,1,20,175,31,99,0.51,30,28,0,0,1,0,0,1,0,100
18,0.98,5,1,2,3,1000,150,1,0,256,15,94,0.25,41,1,1,0,0,0,1,0,0,160
5,0.94,2,1,1,1,500,0,1,0,365,3,93,0.05,1,104,1,0,0,0,1,0,0,115
12,0.94,2,1,1,2,500,0,1,0,365,10,92,0.18,1,104,1,0,0,0,1,0,0,110
16,1,3,1,0,1,95,35,1,0,241,100,95,1.66,41,15,0,1,0,0,1,0,0,81
36,1,2,1.5,1,1,0,10,1,20,142,172,94,2.9,74,13,1,0,0,0,0,1,0,69
15,1,3,1,0,2,1000,175,1,0,310,2,100,0.06,36,88,1,0,0,0,1,0,0,175
37,1,4,1,1,0,1000,75,3,25,35,51,96,0.87,44,1,1,0,0,0,1,0,0,191
18,0.9,1,1,1,1,0,40,1,0,346,69,93,1.66,56,23,1,0,0,0,0,1,0,95
31,1,5,1,1,3,100,50,4,0,294,139,99,2.54,72,40,0,1,0,0,1,0,0,170
11,1,1,1,1,1,0,35,1,0,34,18,94,0.76,89,1,0,1,0,0,0,1,0,50
27,1,2,1,1,1,150,35,1,30,364,146,94,2.4,44,51,0,1,0,0,0,1,0,77
15,0.8,2,1,0,1,0,100,2,15,23,16,99,0.43,76,1,0,1,0,0,1,0,0,120
31,1,2,1,1,2,200,25,1,50,336,113,97,1.89,50,14,0,0,1,0,0,1,0,75
17,1,2,1,1,1,150,45,1,20,18,22,95,0.44,35,90,0,1,0,0,0,1,0,55
23,1,2,1,0,1,0,50,1,0,3,47,100,0.87,42,7,0,1,0,0,1,0,0,100
50,1,4,1,1,2,300,80,4,25,219,118,92,2.18,75,75,0,1,0,0,1,0,0,95
22,1,3,1,1,2,350,125,1,0,0,24,96,0.48,48,110,1,0,0,0,1,0,0,200
29,1,2,1,1,1,500,75,1,0,6,10,98,0.21,83,34,0,1,0,0,1,0,0,99
12,1,5,2,1,1,500,100,2,0,173,114,95,1.91,39,22,0,1,0,0,1,0,0,375
25,0.9,3,1,1,1,500,100,2,15,10,75,95,1.25,42,61,1,0,0,0,1,0,0,180
