amenities,host_response_rate,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,guests_included,extra_people,availability_365,number_of_reviews,review_scores_rating,reviews_per_month,summary_len,houserules_len,Manhattan,Brooklyn,Queens,Others,Entire_home,Private_room,Shared_room,price
16,1,4,2,2,3,500,100,1,0,8,18,96,0.47,40,9,0,1,0,0,1,0,0,300
37,1,1,2,1,1,0,75,1,60,88,32,98,0.87,87,22,0,1,0,0,0,1,0,90
38,1,2,1,1,2,175,80,1,0,121,129,99,3.28,43,184,1,0,0,0,1,0,0,115
19,1,4,1,1,2,1000,0,1,0,252,9,98,0.36,85,1,1,0,0,0,1,0,0,150
47,1,2,1,1,1,500,75,1,40,4,35,97,0.99,90,192,1,0,0,0,0,1,0,99
38,1,2,1,1,2,175,80,2,0,107,130,98,3.31,49,177,1,0,0,0,1,0,0,110
12,1,2,1,1,1,300,35,1,10,0,4,80,0.11,79,1,0,1,0,0,0,1,0,90
19,1,5,1,2,3,150,75,4,25,267,123,90,3.18,91,1,1,0,0,0,1,0,0,199
29,1,4,1,1,1,500,75,1,30,100,47,91,1.2,65,45,0,1,0,0,1,0,0,70
52,1,2,1,1,1,200,20,1,5,32,179,97,4.55,73,1,0,1,0,0,0,1,0,75
11,1,4,1,2,2,200,50,1,0,278,9,93,0.25,69,1,0,1,0,0,1,0,0,250
10,0.93,2,1,1,2,500,0,1,0,288,5,80,0.21,21,104,1,0,0,0,1,0,0,95
21,0.99,4,1,2,3,500,150,1,0,342,2,80,0.06,74,142,1,0,0,0,1,0,0,150
19,1,2,1,1,1,0,30,2,0,4,81,93,2.3,36,149,0,1,0,0,1,0,0,70
19,0.95,3,1,1,1,500,150,1,0,349,7,91,0.29,91,69,1,0,0,0,1,0,0,125
28,1,2,1,1,1,500,125,2,0,30,95,97,2.7,78,194,0,1,0,0,1,0,0,170
25,1,6,1,2,3,350,63,6,75,331,72,95,1.84,52,164,0,0,1,0,1,0,0,174
2,1,6,1,1,1,1000,88,1,0,364,4,87,0.1,5,1,0,1,0,0,1,0,0,46
40,1,2,1,1,1,250,25,1,12,47,174,98,4.44,76,32,0,1,0,0,0,1,0,62
31,0.71,5,1,1,3,400,65,2,30,222,190,93,4.86,45,27,1,0,0,0,1,0,0,125
38,1,3,1,1,1,0,45,2,45,31,156,96,4.02,78,49,0,1,0,0,0,1,0,89
44,1,6,1,3,3,200,125,6,75,295,56,93,1.49,51,114,1,0,0,0,1,0,0,200
29,0.67,6,1,2,4,250,130,1,0,121,47,95,1.2,46,1,1,0,0,0,1,0,0,100
40,1,2,1,1,1,0,20,1,15,11,169,98,4.34,35,30,0,1,0,0,0,1,0,38
16,0.83,2,1,0,1,500,50,1,0,12,11,93,0.28,65,1,1,0,0,0,1,0,0,99
10,1,2,1,1,1,100,20,1,0,2,25,98,0.65,54,1,1,0,0,0,0,1,0,99
38,1,4,1,1,4,100,99,4,35,251,170,92,4.32,83,43,1,0,0,0,1,0,0,129
31,1,6,2,3,3,250,150,3,30,189,112,98,2.97,66,108,0,1,0,0,1,0,0,175
39,1,3,1,1,1,400,50,1,15,70,97,98,2.48,79,1,0,0,1,0,1,0,0,101
12,1,5,1,1,2,800,100,3,75,70,15,99,0.39,77,23,1,0,0,0,1,0,0,300
6,0.67,2,1,1,1,500,50,1,0,140,2,100,0.63,69,1,0,1,0,0,0,1,0,75
15,0.83,3,1,1,0,0,48,2,25,83,193,91,5.09,44,1,1,0,0,0,1,0,0,185
32,1,1,1,1,1,100,40,1,15,316,48,96,1.24,50,13,0,1,0,0,0,1,0,65
5,1,4,1,2,2,500,195,1,0,345,5,92,0.23,70,1,1,0,0,0,1,0,0,185
7,0.9,2,1,1,1,100,40,1,20,0,30,94,0.77,84,1,1,0,0,0,0,1,0,85
26,1,4,1,2,2,1000,99,4,20,73,19,98,0.49,46,8,0,1,0,0,1,0,0,189
48,1,3,1,1,2,200,85,1,25,2,35,98,0.9,84,167,1,0,0,0,1,0,0,123
18,0.83,4,1,2,2,250,75,2,15,334,114,94,2.91,65,18,0,1,0,0,1,0,0,85
70,0.87,3,1,0,2,600,85,2,10,17,71,96,1.91,72,34,0,1,0,0,1,0,0,145
21,0.67,1,1,1,1,0,60,1,0,0,20,98,0.55,35,1,1,0,0,0,0,1,0,115
13,1,2,1,1,1,95,50,1,20,287,25,97,0.64,47,1,0,1,0,0,0,1,0,72
27,1,2,1,1,1,100,25,1,20,248,52,98,1.58,85,189,0,0,1,0,0,1,0,40
25,0.86,3,1,1,2,100,30,2,5,84,40,89,1.08,39,31,0,1,0,0,0,1,0,45
42,0.9,3,1,0,2,300,75,1,0,0,93,95,2.38,73,7,0,1,0,0,1,0,0,90
34,1,4,1,2,2,900,120,1,0,63,9,100,0.35,63,15,1,0,0,0,1,0,0,89
38,1,3,1.5,1,1,0,60,2,20,143,50,100,1.36,82,30,0,1,0,0,0,1,0,125
15,0.99,3,1,2,2,500,150,1,0,264,7,89,0.19,59,142,1,0,0,0,1,0,0,159
8,1,3,1,1,4,250,160,3,65,337,6,87,0.16,48,20,1,0,0,0,1,0,0,265
22,1,1,1,1,1,0,10,1,0,36,39,97,1.1,78,71,1,0,0,0,0,1,0,80
13,1,2,1,1,1,500,35,1,0,0,8,87,0.22,45,29,0,0,1,0,1,0,0,95
11,0.8,2,1,0,1,400,50,1,0,77,109,94,2.78,40,22,1,0,0,0,1,0,0,135
23,1,2,1,1,1,500,20,1,0,156,47,95,1.34,64,37,0,1,0,0,0,1,0,60
11,0.67,1,1,1,2,95,30,1,0,0,1,80,0.03,35,1,1,0,0,0,0,1,0,110
16,0.8,4,1,2,2,500,75,1,0,33,47,98,1.22,76,1,1,0,0,0,1,0,0,325
19,1,4,1,1,2,0,0,1,0,234,13,100,0.35,77,15,1,0,0,0,1,0,0,150
41,1,4,1,1,2,200,100,1,0,287,62,99,1.72,67,27,0,1,0,0,1,0,0,200
20,1,2,1,1,1,200,50,2,30,0,7,97,0.19,76,17,0,1,0,0,1,0,0,110
22,1,2,1,0,1,0,70,1,10,0,11,100,0.28,78,28,0,1,0,0,1,0,0,105
16,1,1,1,1,1,100,125,1,0,104,6,100,0.16,85,28,1,0,0,0,0,1,0,75
58,0.9,6,1,1,3,0,83,2,5,176,119,98,3.05,75,5,0,1,0,0,1,0,0,104
35,1,2,1,1,1,100,60,2,20,251,35,94,1.43,68,185,0,0,1,0,0,1,0,70
52,0.9,4,1,0,2,200,100,2,10,118,84,97,2.49,81,183,0,1,0,0,1,0,0,109
24,1,5,1.5,2,3,250,95,3,40,5,6,97,0.16,81,89,1,0,0,0,1,0,0,250
25,0.9,6,1,2,3,0,85,4,60,17,37,94,0.95,76,8,0,0,1,0,1,0,0,280
26,0.83,4,1,2,2,200,0,4,15,255,3,100,0.08,74,16,0,1,0,0,1,0,0,100
23,1,5,2,2,1,250,0,1,0,0,7,92,0.18,95,12,0,1,0,0,1,0,0,259
11,1,6,1,2,2,200,120,5,20,0,2,100,0.05,79,1,0,1,0,0,1,0,0,200
44,1,4,1,2,2,500,75,2,40,126,76,99,2.02,83,25,0,1,0,0,1,0,0,150
14,1,3,1,1,1,100,80,1,10,11,73,95,1.86,89,45,1,0,0,0,1,0,0,189
7,0.98,3,1,0,1,500,100,1,0,313,6,87,0.16,44,1,1,0,0,0,1,0,0,150
5,0.98,3,1,0,1,1000,150,2,25,286,9,87,0.27,45,1,1,0,0,0,1,0,0,185
23,0.95,3,1,1,1,500,150,1,0,158,8,89,0.23,82,40,1,0,0,0,1,0,0,125
25,0.95,4,1,2,2,500,150,1,0,162,11,100,0.32,76,40,1,0,0,0,1,0,0,133
22,1,6,1.5,2,3,300,120,2,20,315,56,96,1.48,79,184,0,0,1,0,1,0,0,205
11,1,2,1,0,1,100,25,1,20,24,23,97,0.59,60,1,1,0,0,0,1,0,0,100
29,1,3,1,1,1,200,75,2,100,128,114,93,3.05,80,1,1,0,0,0,1,0,0,176
27,1,3,1,2,2,300,70,3,25,315,46,95,3.59,81,18,0,0,1,0,1,0,0,90
21,1,2,1,1,1,150,75,2,50,295,31,95,0.85,30,1,1,0,0,0,1,0,0,125
13,1,2,1,1,0,150,12,1,22,0,17,89,0.46,70,1,1,0,0,0,0,1,0,50
21,0.9,3,1,1,1,250,45,2,40,41,110,98,2.81,46,14,1,0,0,0,0,1,0,65
18,0.8,1,1,2,1,0,40,1,40,34,24,98,0.95,29,14,1,0,0,0,0,1,0,110
11,1,1,1,1,1,0,15,1,30,353,190,86,4.91,90,64,0,0,1,0,0,1,0,40
17,0.98,4,1,2,2,500,150,1,50,164,2,90,0.06,47,1,1,0,0,0,1,0,0,300
28,1,2,1,0,2,100,100,2,20,315,48,100,1.35,66,85,0,1,0,0,1,0,0,200
44,1,2,1,1,1,200,75,2,25,291,16,99,0.45,74,155,1,0,0,0,0,1,0,125
31,1,4,1,1,1,200,60,3,20,114,98,98,2.57,75,1,0,1,0,0,1,0,0,185
24,1,4,1,1,2,200,15,2,15,31,110,98,2.85,66,39,0,1,0,0,1,0,0,80
18,1,4,2,3,3,350,150,2,30,0,2,100,0.14,54,35,0,1,0,0,1,0,0,150
28,1,2,1,1,1,120,50,1,5,66,12,91,0.73,61,43,0,1,0,0,0,1,0,45
19,1,4,1,2,2,500,100,2,25,262,129,93,3.38,75,1,1,0,0,0,1,0,0,175
31,1,6,1,2,2,200,95,1,20,20,36,95,0.96,64,40,0,1,0,0,1,0,0,199
64,1,2,1,1,2,500,200,1,30,325,15,94,0.4,76,20,1,0,0,0,1,0,0,350
21,1,2,1,1,1,0,100,1,0,267,123,92,3.16,89,1,0,1,0,0,1,0,0,69
28,1,2,1,1,1,350,60,1,25,114,11,100,2.84,37,1,1,0,0,0,0,1,0,140
22,1,3,1,1,2,150,30,2,25,167,54,94,1.4,70,137,0,0,1,0,0,1,0,69
30,1,4,1,2,2,400,100,2,10,254,185,91,4.84,24,48,0,1,0,0,1,0,0,150
24,1,2,1,1,1,0,125,1,0,88,15,99,0.39,43,1,1,0,0,0,1,0,0,140
13,1,5,1,0,3,124,20,2,30,275,116,89,2.98,37,126,0,1,0,0,1,0,0,90
14,0.94,4,1,1,1,250,25,1,25,41,10,96,0.26,80,1,1,0,0,0,0,1,0,69
36,1,5,2.5,2,3,200,125,1,0,259,78,95,2.02,61,34,1,0,0,0,1,0,0,250
30,1,2,1,1,1,0,25,1,15,78,173,89,4.45,94,113,1,0,0,0,0,1,0,75
17,1,1,1,1,1,100,25,1,25,245,19,88,0.49,83,77,0,1,0,0,0,1,0,55
15,1,3,1,1,2,100,80,1,0,134,50,94,3.74,83,12,1,0,0,0,1,0,0,200
23,1,2,1,1,1,500,50,1,15,287,135,98,3.76,78,47,0,1,0,0,0,1,0,48
25,1,3,1,1,1,1000,98,2,50,92,35,97,0.9,79,192,1,0,0,0,0,1,0,125
37,1,2,1,1,1,500,80,1,25,80,13,82,0.34,128,1,1,0,0,0,1,0,0,100
8,1,3,1,0,2,200,50,1,0,15,22,90,0.57,30,1,1,0,0,0,1,0,0,150
13,1,1,1,1,1,200,25,1,0,0,6,97,0.17,82,1,0,1,0,0,0,1,0,45
21,1,2,1,1,1,150,75,1,0,0,36,91,1.06,81,42,0,1,0,0,1,0,0,55
18,1,2,1,1,1,0,0,1,65,0,44,92,1.13,43,47,1,0,0,0,0,1,0,95
8,1,6,2,3,4,300,50,3,20,0,2,100,0.05,85,1,0,1,0,0,0,1,0,300
13,0.7,2,1,1,1,300,100,1,0,308,16,95,0.42,49,13,1,0,0,0,1,0,0,210
34,1,3,1,1,1,500,80,2,35,55,50,92,1.32,83,11,0,1,0,0,1,0,0,129
49,1,2,1,1,1,200,55,1,0,46,84,97,2.23,75,180,0,1,0,0,0,1,0,58
13,1,2,1,1,1,250,140,1,0,58,29,95,0.79,89,17,1,0,0,0,1,0,0,76
13,1,1,1,1,1,200,50,1,30,241,17,95,0.47,50,39,0,0,1,0,0,1,0,35
34,0.95,2,2,1,1,0,10,1,5,50,164,84,4.44,82,190,0,1,0,0,0,1,0,55
21,1,2,1,1,1,1000,150,1,25,49,11,87,0.29,82,6,0,1,0,0,1,0,0,95
5,1,1,1,1,1,100,15,1,0,0,2,80,0.05,4,1,1,0,0,0,0,1,0,39
25,1,2,1,1,1,200,10,1,15,93,62,94,1.61,86,1,0,1,0,0,1,0,0,99
8,1,2,1,1,1,400,60,1,0,0,3,100,0.08,59,5,0,1,0,0,0,1,0,60
11,1,2,1,1,1,100,30,1,0,298,63,97,1.63,81,37,1,0,0,0,0,1,0,69
34,1,2,1,1,1,0,15,2,40,177,47,98,1.42,69,120,0,1,0,0,0,1,0,95
20,1,4,1,1,2,0,65,1,10,0,1,100,0.08,84,83,1,0,0,0,0,1,0,123
47,1,2,1,1,1,250,70,1,50,255,31,98,0.82,83,1,0,1,0,0,1,0,0,105
28,1,2,1,1,1,0,10,1,25,240,43,99,1.11,74,65,1,0,0,0,0,1,0,65
22,1,2,1,1,1,100,100,2,10,5,11,98,0.29,83,15,1,0,0,0,1,0,0,140
18,1,2,1,1,1,200,40,2,30,0,31,98,0.84,53,26,0,0,1,0,0,1,0,90
45,1,2,1,1,1,0,80,1,20,2,31,97,0.84,75,178,1,0,0,0,1,0,0,135
9,1,2,1,1,1,95,30,1,25,165,20,99,0.52,96,87,1,0,0,0,0,1,0,150
44,1,3,1,0,1,0,50,2,15,82,150,98,3.93,74,80,0,1,0,0,1,0,0,99
49,0.9,2,1,1,1,500,70,1,0,2,12,97,0.33,23,1,0,1,0,0,1,0,0,120
12,1,4,1,1,3,225,89,1,0,0,20,86,0.56,82,58,1,0,0,0,1,0,0,179
29,1,1,1,1,1,300,120,1,45,0,14,100,0.37,86,194,0,1,0,0,0,1,0,57
19,0.98,4,1,1,2,1000,150,3,25,331,9,96,0.33,48,1,1,0,0,0,1,0,0,150
18,0.94,8,1,1,2,0,49,2,25,328,169,86,4.37,78,75,0,0,1,0,1,0,0,87
46,1,2,1,1,1,200,40,1,20,225,72,98,1.87,77,179,1,0,0,0,0,1,0,110
45,1,2,1,1,1,200,40,1,20,242,86,98,2.24,80,179,1,0,0,0,0,1,0,100
17,1,2,1,1,1,0,99,1,0,246,12,95,0.37,43,1,1,0,0,0,1,0,0,140
33,1,2,2,1,1,0,45,1,0,5,95,93,2.68,42,1,0,1,0,0,0,1,0,73
8,1,4,2.5,3,3,500,120,1,0,9,5,100,0.2,82,18,0,1,0,0,1,0,0,175
11,0.9,6,1,3,4,750,125,4,15,297,116,87,3,55,151,1,0,0,0,1,0,0,450
21,1,2,1,1,1,0,0,1,25,259,14,96,0.43,24,1,1,0,0,0,0,1,0,113
17,1,3,1,1,2,100,40,2,10,23,8,94,0.22,55,32,0,0,1,0,1,0,0,80
32,0.8,1,1,1,1,100,25,1,10,265,32,96,0.84,41,88,0,0,1,0,0,1,0,38
31,1,4,1,1,2,125,47,2,29,48,92,92,2.41,83,149,0,1,0,0,1,0,0,62
34,1,2,1,1,1,500,90,1,0,147,45,97,1.23,79,188,1,0,0,0,0,1,0,195
28,1,2,1,1,1,200,80,1,10,31,21,94,0.56,78,76,1,0,0,0,0,1,0,69
29,1,3,1.5,1,1,100,50,1,10,0,9,100,0.24,56,1,0,1,0,0,0,1,0,90
39,1,3,1,1,1,300,70,2,20,95,102,99,2.76,60,34,0,1,0,0,1,0,0,138
43,0.67,2,1,1,1,500,95,1,0,0,5,100,0.33,73,1,0,1,0,0,1,0,0,215
29,0.9,2,1,1,1,0,30,2,50,73,67,93,1.74,76,14,0,0,1,0,1,0,0,115
27,1,2,1,0,1,1000,150,2,20,288,10,88,0.32,71,172,1,0,0,0,1,0,0,129
35,1,2,1,1,2,500,120,2,20,105,123,99,3.33,85,133,1,0,0,0,1,0,0,190
37,0.8,1,1,1,1,100,25,1,0,332,10,98,0.3,41,78,0,0,1,0,0,1,0,32
71,1,2,1,1,1,200,15,1,0,333,124,95,3.26,74,1,0,0,1,0,0,1,0,37
50,0.96,2,0,1,1,0,20,1,20,73,99,93,2.57,87,109,0,1,0,0,0,1,0,55
27,1,4,1,1,2,0,70,2,10,273,145,98,3.75,47,50,1,0,0,0,1,0,0,155
24,1,2,1,2,2,600,60,2,35,273,77,94,2.05,79,109,1,0,0,0,1,0,0,99
22,0.9,1,1,1,1,0,25,1,39,38,91,96,2.47,77,192,0,0,1,0,0,1,0,70
5,1,1,1,1,1,0,8,1,0,350,59,88,1.73,56,62,1,0,0,0,0,1,0,85
9,1,1,1,1,1,0,8,1,0,350,83,88,2.26,59,16,1,0,0,0,0,1,0,85
34,1,4,1,1,1,250,100,2,20,0,58,100,1.51,69,9,0,1,0,0,1,0,0,120
10,1,2,1,1,1,100,80,1,0,172,18,98,0.63,9,1,0,0,1,0,0,1,0,75
36,1,2,1,1,2,0,50,2,60,135,172,98,4.5,61,68,0,1,0,0,0,1,0,85
52,1,3,1,1,2,200,100,3,30,292,61,93,1.62,82,14,1,0,0,0,1,0,0,219
42,0.9,4,1,1,2,400,80,2,20,128,89,92,2.38,55,4,0,1,0,0,1,0,0,100
11,1,2,2,1,1,300,25,1,10,124,127,95,3.39,83,157,1,0,0,0,0,1,0,69
30,1,2,1,1,1,100,15,1,12,19,108,96,2.81,82,187,0,1,0,0,0,1,0,40
26,1,6,2,3,3,300,125,6,50,118,85,99,2.22,80,1,0,1,0,0,1,0,0,325
52,1,5,1,2,3,1000,100,1,50,154,12,95,0.9,70,12,0,1,0,0,1,0,0,200
36,1,3,1,1,1,100,150,1,0,3,3,80,0.11,71,10,1,0,0,0,1,0,0,175
30,1,2,1,1,1,150,95,1,50,156,151,98,4.09,85,190,1,0,0,0,0,1,0,88
6,1,1,1,1,1,100,20,1,0,233,7,100,0.19,43,95,0,1,0,0,0,1,0,57
18,0.99,2,1,1,1,500,150,1,0,348,7,80,0.26,44,142,1,0,0,0,1,0,0,133
17,0.99,3,1,1,1,500,150,1,0,163,7,80,0.2,60,142,1,0,0,0,1,0,0,125
23,0.86,2,1,1,2,1200,80,1,0,15,10,96,0.4,83,1,0,1,0,0,1,0,0,115
19,1,4,1.5,2,2,0,125,1,0,331,7,94,0.21,54,1,1,0,0,0,1,0,0,225
6,1,2,2,1,1,300,25,1,10,132,74,92,2.01,88,157,1,0,0,0,0,1,0,69
19,0.97,2,1,1,1,100,50,1,30,32,177,93,4.59,92,1,1,0,0,0,0,1,0,79
12,1,2,2,1,1,300,25,1,10,125,104,92,2.81,85,157,1,0,0,0,0,1,0,45
30,1,4,1,2,2,0,20,1,40,51,110,94,2.86,76,179,0,1,0,0,1,0,0,100
31,0.8,1,1,1,1,100,25,1,10,327,19,95,0.51,41,88,0,0,1,0,0,1,0,38
27,1,7,1,3,4,500,100,3,25,201,21,97,1.68,65,56,0,1,0,0,1,0,0,150
23,0.99,2,1,1,1,0,0,2,10,53,67,90,1.77,14,1,0,0,1,0,0,1,0,50
29,1,1,1,1,1,100,25,1,25,5,26,98,0.7,11,1,1,0,0,0,0,1,0,109
15,1,4,1,2,2,100,40,4,50,113,111,91,2.98,74,23,0,1,0,0,1,0,0,130
31,1,2,1,1,1,100,30,1,20,134,29,90,0.78,79,6,0,1,0,0,0,1,0,59
30,1,4,1,2,3,750,125,4,25,199,147,100,3.9,58,144,0,0,1,0,1,0,0,135
28,1,4,1,0,2,100,85,2,35,0,70,99,1.85,61,38,1,0,0,0,1,0,0,135
25,1,2,1,1,1,0,80,2,5,72,25,94,0.68,51,30,0,1,0,0,0,1,0,50
11,1,3,1,1,1,250,100,1,0,23,11,96,0.29,45,1,1,0,0,0,1,0,0,150
14,1,4,1,1,2,1400,150,2,50,0,1,80,0.03,50,1,0,1,0,0,1,0,0,100
18,0.94,4,1,2,2,1500,200,1,0,365,1,100,0.04,50,7,1,0,0,0,1,0,0,152
26,1,2,1,1,1,100,30,1,20,353,46,97,1.4,48,52,0,1,0,0,0,1,0,45
30,1,1,1,1,1,350,0,1,100,130,8,100,0.23,7,96,0,1,0,0,0,1,0,45
21,1,4,1,1,1,150,35,2,50,25,41,90,1.07,89,109,1,0,0,0,1,0,0,122
3,1,3,1,1,2,1000,85,1,0,254,2,100,0.45,74,1,1,0,0,0,1,0,0,130
32,1,5,1,2,3,200,100,4,5,255,6,80,0.16,38,1,0,0,1,0,1,0,0,65
37,0.91,3,1,1,2,200,100,2,60,153,123,97,3.41,79,165,0,1,0,0,1,0,0,170
21,0.9,4,1,2,2,100,150,1,0,158,10,98,0.3,93,100,0,1,0,0,1,0,0,360
55,1,4,1,0,2,200,40,2,20,121,23,100,5.19,90,1,0,1,0,0,1,0,0,119
32,1,8,1.5,3,4,500,80,6,25,289,97,96,3.25,41,9,0,1,0,0,1,0,0,189
24,1,2,1,1,1,175,35,2,15,306,136,94,3.63,86,181,0,1,0,0,0,1,0,68
21,0.85,3,1,1,2,200,130,2,20,254,91,84,2.4,41,1,1,0,0,0,1,0,0,99
21,1,1,1,1,1,350,15,1,30,255,2,100,0.06,25,1,0,0,1,0,0,1,0,70
17,0.97,2,1,1,1,100,20,1,30,10,152,93,3.98,72,5,0,1,0,0,0,1,0,54
47,1,5,1,2,2,100,75,4,10,33,74,92,2,78,107,0,1,0,0,1,0,0,199
13,0.9,4,1,1,2,200,50,1,0,0,4,100,0.12,56,1,0,1,0,0,1,0,0,91
20,1,2,1,1,1,300,50,2,75,126,14,97,0.49,83,1,1,0,0,0,0,1,0,125
24,0.97,2,1,1,1,100,20,1,30,2,155,94,4.07,72,1,0,1,0,0,0,1,0,55
2,1,2,1,1,0,0,10,1,5,10,13,92,0.55,32,1,0,1,0,0,0,1,0,75
38,1,2,1,1,1,100,30,1,34,176,34,98,1.21,65,67,0,1,0,0,0,1,0,44
17,0.99,3,1,1,1,1000,175,1,0,0,3,100,0.09,36,56,1,0,0,0,1,0,0,550
17,1,2,1,1,1,200,60,2,10,0,29,100,0.76,74,36,1,0,0,0,1,0,0,110
28,0.9,1,1,1,1,0,40,1,50,50,55,95,1.49,46,1,1,0,0,0,0,1,0,250
20,0.98,6,1,3,4,1000,150,1,0,95,6,93,0.26,53,1,1,0,0,0,1,0,0,200
12,1,2,1,1,1,200,50,2,0,265,71,98,1.92,62,73,0,0,1,0,1,0,0,150
28,1,2,1,0,1,0,35,1,0,80,83,95,5.41,65,10,1,0,0,0,1,0,0,150
19,1,1,1,1,1,0,30,1,0,52,13,97,0.34,34,1,0,1,0,0,0,1,0,80
15,0.7,7,1.5,3,3,150,120,1,0,331,46,91,1.25,45,52,0,1,0,0,1,0,0,280
42,1,2,1,1,1,200,35,1,25,132,86,98,2.29,76,36,1,0,0,0,0,1,0,100
53,1,2,1.5,1,1,100,75,2,0,209,153,98,4.02,52,24,0,1,0,0,0,1,0,60
65,1,2,1.5,1,1,100,75,2,25,202,157,99,4.14,52,64,0,1,0,0,0,1,0,65
65,1,6,1,2,2,150,125,5,30,235,144,95,3.78,49,22,0,1,0,0,1,0,0,140
27,1,5,1,2,2,300,90,2,30,64,20,97,0.53,64,181,1,0,0,0,1,0,0,265
20,0.91,3,1,1,2,200,60,1,0,82,31,93,0.82,38,13,0,0,1,0,1,0,0,105
7,1,2,1,0,1,1000,150,1,0,297,6,90,0.37,63,1,1,0,0,0,1,0,0,79
35,0.9,2,1,1,1,200,60,1,0,111,96,99,2.53,32,5,0,1,0,0,0,1,0,120
29,1,4,1,1,2,0,60,2,50,136,171,96,4.48,71,51,1,0,0,0,1,0,0,300
19,0.95,2,1,1,1,100,43,1,15,65,70,98,1.95,56,54,0,1,0,0,0,1,0,60
26,1,4,1,2,2,350,80,1,0,173,145,96,3.86,56,47,1,0,0,0,1,0,0,49
33,1,4,1,1,2,150,60,3,20,254,106,93,2.82,36,143,1,0,0,0,1,0,0,249
31,1,2,1,1,1,0,15,2,20,120,86,95,2.27,81,33,0,0,1,0,0,1,0,60
22,1,1,1,1,1,300,50,1,0,73,13,93,0.35,76,1,0,0,1,0,0,1,0,65
33,0.8,4,1,2,2,300,80,1,0,175,54,99,1.45,88,26,0,0,1,0,1,0,0,101
19,1,1,2,1,1,500,20,1,0,310,5,96,0.14,10,1,0,1,0,0,0,1,0,45
25,1,3,1,1,1,95,25,1,15,0,31,97,0.82,91,24,0,1,0,0,1,0,0,90
28,1,3,1,0,1,1000,150,2,20,293,13,95,0.39,71,173,1,0,0,0,1,0,0,119
16,1,2,1,0,1,200,50,1,0,0,10,80,0.35,64,1,1,0,0,0,1,0,0,150
6,1,4,1,2,4,1000,130,4,80,186,12,95,0.68,60,32,1,0,0,0,1,0,0,295
28,1,4,1,1,2,150,100,3,20,54,76,93,2.01,79,126,0,0,1,0,1,0,0,85
36,1,3,1,1,2,200,60,2,20,344,91,93,2.4,45,58,0,0,1,0,1,0,0,79
10,1,2,1,0,1,100,20,1,0,0,1,100,0.03,81,1,1,0,0,0,1,0,0,153
45,1,2,1.5,1,1,0,25,1,0,226,5,88,0.24,10,12,0,0,1,0,0,1,0,60
58,0.95,6,1,2,4,0,65,2,15,157,80,88,2.12,70,45,0,1,0,0,1,0,0,111
35,0.8,1,1,1,1,400,75,1,20,8,92,98,2.51,80,1,1,0,0,0,0,1,0,67
19,0.98,1,1,1,1,0,30,1,30,307,99,95,2.68,4,1,0,1,0,0,0,1,0,45
13,1,2,1,1,1,200,75,2,50,255,3,90,0.08,26,18,1,0,0,0,1,0,0,175
44,1,3,1,1,3,200,75,1,15,320,83,97,2.29,75,1,0,0,1,0,0,1,0,90
25,1,3,1,1,1,600,120,1,0,146,83,100,2.18,36,6,0,1,0,0,1,0,0,250
37,0.8,2,1,1,1,0,0,1,15,0,48,96,1.29,51,10,1,0,0,0,0,1,0,50
57,1,1,1,1,1,300,50,1,0,126,110,98,2.95,75,187,0,1,0,0,0,1,0,67
28,1,1,1,1,1,250,42,1,65,180,63,100,1.7,65,10,0,1,0,0,0,1,0,98
32,1,4,2,2,2,200,84,4,10,326,51,94,1.39,77,89,1,0,0,0,1,0,0,215
46,0.9,4,1,1,1,200,50,1,0,3,32,90,0.85,40,1,0,1,0,0,1,0,0,131
7,1,2,1,0,1,1000,150,1,0,267,4,100,0.34,54,1,1,0,0,0,1,0,0,79
9,1,2,1,0,1,0,75,1,0,123,26,95,0.7,17,1,1,0,0,0,1,0,0,115
20,1,2,1,1,1,750,155,1,100,0,25,95,0.7,77,1,1,0,0,0,1,0,0,109
9,1,4,1,1,2,250,90,2,25,226,17,97,0.46,70,71,0,1,0,0,1,0,0,140
17,0.99,4,1,3,3,500,150,1,0,267,6,97,0.18,62,142,1,0,0,0,1,0,0,175
21,0.6,2,1,1,1,0,95,1,15,224,37,96,1,67,34,1,0,0,0,0,1,0,55
14,0.7,4,1,2,2,175,90,1,0,251,17,100,0.46,78,28,1,0,0,0,1,0,0,210
14,1,2,1,1,1,350,120,2,40,249,71,97,1.87,72,36,0,1,0,0,1,0,0,150
24,1,4,1,1,1,100,50,1,30,0,46,90,1.25,66,65,1,0,0,0,0,1,0,65
15,0.9,8,2,3,3,400,120,4,25,129,93,92,2.46,37,7,0,1,0,0,1,0,0,325
61,1,6,1,2,3,200,50,5,20,202,115,98,4.41,84,45,0,1,0,0,1,0,0,149
12,1,5,1,1,1,100,150,1,20,283,61,93,1.63,30,7,1,0,0,0,1,0,0,290
14,1,4,1,0,1,250,50,4,0,62,44,96,1.55,74,61,1,0,0,0,1,0,0,150
27,1,1,1,1,1,100,30,1,0,56,49,95,1.34,79,1,0,1,0,0,0,1,0,50
13,1,4,1,0,1,0,70,2,15,271,164,97,4.36,57,3,0,1,0,0,1,0,0,100
12,1,2,1,0,1,500,150,1,10,77,127,97,3.46,88,42,1,0,0,0,1,0,0,150
22,1,2,1,1,1,250,25,1,20,223,112,96,3.08,45,171,0,1,0,0,0,1,0,55
